Balaji Warehousing Co Pvt Ltd,,,,,,,,
"Venkus Sadan ,No.610,  2nd Cross,",,,,,,,,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
03-09-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,4028,100000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
03-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,32893,,2850.00
,,Being the amount paid towards FACT stock Loading charges 95.000mts @ Rs.30/-- as per details enclosed.,,,,,,
03-09-2020,Dr,Bgm Conveyence Expenses,,,Payment,32894,,440.00
,,Being the amount paid towards FCI godown staff Auto charges 11 days@Rs.40/- Dt.21.08.2020 to 02.09.2020  as per details enclosed.,,,,,,
03-09-2020,Dr,Bgm Vehicle Maintenence,,,Payment,32895,,430.00
,,Being the amount paid towards company bike petrol charges 5.08ltr as per  bill enclosed.,,,,,,
03-09-2020,Dr,Bgm Labour Welfare Expenses,,,Payment,32896,,6128.00
,,"Being amount paid t/w FCI,FCD Military material loading chgs (Rice)approval IOC.no.69/DM/20-21 as per details enclosed",,,,,,
03-09-2020,Dr,Bgm Spic Rh Other Expenses,,,Payment,32897,,46492.00
,,Being  the Amount paid to SPIC/GSFL RH other expenses  Approval-69/DM/2020-21 as per details enclosed.,,,,,,
03-09-2020,Dr,Bgm Fact Rh Other Expenses,,,Payment,32898,,46296.00
,,Being  the amount paid to FACT rake RH & OTHER EXP approval IOC .NO.-691/DM/2020-21 as per details enclosed.,,,,,,
03-09-2020,Dr,Bgm Fact Rh Other Expenses,,,Payment,32899,,35590.00
,,Being  the amount paid to FACT rake RH & OTHER EXP approval IOC .NO.-691/DM/2020-21 as per details enclosed.,,,,,,
03-09-2020,Dr,Bgm Fact Rh Other Expenses,,,Payment,32900,,42634.00
,,Being  the amount paid to FACT rake RH & OTHER EXP approval IOC .NO.-691/DM/2020-21 as per details enclosed.,,,,,,
04-09-2020,Dr,BGM FCI GH Expense,,,Payment,33152,,12727.00
,,Being the amount paid towards FCI stock UnLoading charges - 4628 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
04-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,33153,,3060.00
,,Being the amount paid towards FACT stock Loading charges 102.000mts @ Rs.30/-- as per details enclosed.,,,,,,
04-09-2020,Dr,BGM FCI GH Expense,,,Payment,33154,,11798.00
,,Being the amount paid towards FCI stock UnLoading charges - 4290 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
04-09-2020,Dr,BGM FCI GH Expense,,,Payment,33155,,12788.00
,,Being the amount paid towards FCI stock UnLoading charges - 4650 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
04-09-2020,Dr,BGM FCI GH Expense,,,Payment,33156,,11314.00
,,Being the amount paid towards FCI stock UnLoading charges - 4114 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
05-09-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,4080,100000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
05-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,33538,,5430.00
,,Being the amount paid towards FACT stock Loading charges 181.000mts @ Rs.30/-- as per details enclosed.,,,,,,
05-09-2020,Dr,BGM FCI GH Expense,,,Payment,33539,,10447.00
,,Being the amount paid towards FCI stock UnLoading charges - 3799 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
05-09-2020,Dr,BGM FCI GH Expense,,,Payment,33540,,14669.00
,,Being the amount paid towards FCI stock UnLoading charges - 5334 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
05-09-2020,Dr,BGM FCI GH Expense,,,Payment,33541,,19985.00
,,Being the amount paid towards FCI stock UnLoading charges - 7994 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33542,,4500.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Tulsa Mohite) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33543,,4500.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Anitha satar) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33544,,4500.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Suman patil) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33545,,4500.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Laxmi pujari) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33546,,4500.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Mangal pati) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33547,,4500.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Laxmi .s) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33548,,7000.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Manohar patil) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33549,,7000.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Maruthi kamble) as per details enclosed,,,,,,
05-09-2020,Cr,Bgm Misc.Income,,,Receipt,4098,5640.00,
,,Being amount Received from  out side larry Loading charges -282 mts @ 20/-,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33550,,7000.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Jotiba lohar) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33551,,7000.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Datta sutar) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33552,,7000.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Rajesh kalkar) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,33553,,7000.00
,,Being the amount paid to FCI GDN Casual labour salary for the month of AUG-20 (Parushuram.b kalkar) as per details enclosed,,,,,,
05-09-2020,Dr,Bgm Fci Godown Maintenance,,,Payment,33554,,400.00
,,Being the amount paid towards  water tank charges for FCI godown use purpose .,,,,,,
05-09-2020,Cr,Bgm Misc.Income,,,Receipt,4101,2000.00,
,,Being amount Received from  FCI Casual labours Advance Returned,,,,,,
07-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,34058,,3750.00
,,Being the amount paid towards FACT stock Loading charges 125.000mts @ Rs.30/-- as per details enclosed.,,,,,,
07-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,34059,,21079.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64613-64679 (326.55mts@180/-),,,,,,
07-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,34060,,16800.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64662-61616 (310.000mts@180/-),,,,,,
07-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,34061,,22400.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64695-64630 (280.000mts@180/-),,,,,,
07-09-2020,Dr,Bgm Labour Welfare Expenses,,,Payment,34062,,150.00
,,Being amount paid t/w FCI labour welfare charges,,,,,,
07-09-2020,Dr,Bgm Godown Maintenence,,,Payment,34063,,2000.00
,,Being the amount paid towards godown cleaning charges for the month of AUG-20 as per details enclosed,,,,,,
08-09-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,4145,50000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
08-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,34288,,2400.00
,,Being the amount paid towards FACT stock Loading charges 80.000mts @ Rs.30/-- as per details enclosed.,,,,,,
08-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,34289,,9400.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64611-64676 (180.000mts@180/-),,,,,,
09-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,34582,,2970.00
,,Being the amount paid towards FACT stock Loading charges 99.000mts @ Rs.30/-- as per details enclosed.,,,,,,
10-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,34870,,900.00
,,Being the amount paid towards FACT stock Loading charges 30.000mts @ Rs.30/-- as per details enclosed.,,,,,,
10-09-2020,Dr,Bgm Printing & Stationery,,,Payment,34871,,180.00
,,Being amount paid t/w to purchase  B2B paper Box for office use purpose as per bill enclosed,,,,,,
11-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,35055,,1590.00
,,Being the amount paid towards FACT stock Loading charges 53.000mts @ Rs.30/-- as per details enclosed.,,,,,,
11-09-2020,Dr,Bgm Fact Stand Expense,,,Payment,35056,,300.00
,,Being the FACT stock rebaging charges 30 bags @ 10/-,,,,,,
11-09-2020,Dr,Bgm Fci Godown Maintenance,,,Payment,35057,,50.00
,,Being the amount paid towards  purchase Somma lock key to office room purpose to FCI GDN our offfice as per enclosed,,,,,,
11-09-2020,Dr,Bgm Postage & Telegram Expenses,,,Payment,35058,,100.00
,,Being CH # paid t/w courier charges  as per the details,,,,,,
11-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,35059,,7700.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64685-53585 (165.000mts@180/-),,,,,,
12-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,35237,,1200.00
,,Being the amount paid towards FACT stock Loading charges 40.000mts @ Rs.30/-- as per details enclosed.,,,,,,
12-09-2020,Dr,Bgm Pooja Expenses,,,Payment,35238,,100.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
12-09-2020,Dr,Bgm Vehicle Maintenence,,,Payment,35239,,422.00
,,Being the amount paid towards company bike petrol charges 5.00ltr as per  bill enclosed.,,,,,,
14-09-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,4296,50000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
14-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,35613,,750.00
,,Being the amount paid towards FACT stock Loading charges 25.000mts @ Rs.30/-- as per details enclosed.,,,,,,
14-09-2020,Dr,Bgm Vehicle Maintenence,,,Payment,35614,,431.00
,,Being the amount paid towards company bike petrol charges 5.11ltr as per  bill enclosed.,,,,,,
14-09-2020,Dr,Bgm Printing & Stationery,,,Payment,35615,,360.00
,,Being amount paid t/w to office stationery cahrges as per bill enclosed.,,,,,,
15-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,35956,,600.00
,,Being the amount paid towards FACT stock Loading charges 20.000mts @ Rs.30/-- as per details enclosed.,,,,,,
15-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,35957,,1400.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64620-64646 (30.000mts@180/-),,,,,,
15-09-2020,Cr,Bgm Misc.Income,,,Receipt,4347,19000.00,
,,Being the Amount Received from FACT storage charges Invoice dt:28-2-2020/dispatched dt:18-7-2020,,,,,,
17-09-2020,Dr,Bgm Pooja Expenses,,,Payment,36543,,270.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
17-09-2020,Dr,Bgm Fci Godown Maintenance,,,Payment,36544,,800.00
,,Being the amount paid towards  water tank for FCI GDN use purpose 15/09/20 to 17/09/20 as per details enclosed,,,,,,
17-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,36545,,6700.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64626-64700 (115.000mts@180/-),,,,,,
18-09-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,4429,100000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
18-09-2020,Cr,Happay Card BGM (L Subhash)-172985,,,Receipt,4430,50000.00,
,,Being the Cash Withdrawn through  Happay card (Mr. Lumani Subhash)for BGM Branch Exp,,,,,,
18-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,36927,,510.00
,,Being the amount paid towards FACT stock Loading charges 17.000mts @ Rs.30/-- as per details enclosed.,,,,,,
18-09-2020,Dr,BGM FCI GH Expense,,,Payment,36928,,10100.00
,,Being the amount paid towards FCI stock UnLoading charges - 4040 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
18-09-2020,Dr,BGM FCI GH Expense,,,Payment,36929,,10425.00
,,Being the amount paid towards FCI stock UnLoading charges - 4170 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
18-09-2020,Dr,BGM FCI GH Expense,,,Payment,36930,,13049.00
,,Being the amount paid towards FCI stock UnLoading charges - 4745 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
18-09-2020,Dr,BGM FCI GH Expense,,,Payment,36931,,9318.00
,,Being the amount paid towards FCI stock UnLoading charges - 3727 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
18-09-2020,Dr,BGM FCI GH Expense,,,Payment,36932,,9332.00
,,Being the amount paid towards FCI stock UnLoading charges - 3733 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
19-09-2020,Dr,Bgm Pooja Expenses,,,Payment,37217,,100.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
19-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,37218,,600.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64809 (20.000mts@180/-),,,,,,
19-09-2020,Dr,Bgm Greenstar Tpt Payable 20-21,,,Payment,37219,,800.00
,,Being the balance TPT amount payable towards FL No:-40440,,,,,,
22-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,37778,,300.00
,,Being the amount paid towards FACT stock Loading charges 10.000mts @ Rs.30/-- as per details enclosed.,,,,,,
22-09-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,37779,,3500.00
,,Being the BGM FACT LTPT charges payable towards Dc No:64672-64643 (75.000mts@180/-),,,,,,
23-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,38120,,300.00
,,Being the amount paid towards FACT stock Loading charges 10.000mts @ Rs.30/-- as per details enclosed.,,,,,,
23-09-2020,Dr,Bgm Vehicle Maintenence,,,Payment,38121,,420.00
,,Being the amount paid towards company bike petrol charges 5.02ltr as per  bill enclosed.,,,,,,
23-09-2020,Dr,BGM FCI GH Expense,,,Payment,38122,,3205.00
,,Being the amount paid towards FCI stock Loading charges - 2564 bags @ Rs.1.25/-  as per details enclosed.,,,,,,
24-09-2020,Dr,Bgm FACT Gh Expenses,,,Payment,38361,,750.00
,,Being the amount paid towards FACT stock Loading charges 25.000mts @ Rs.30/-- as per details enclosed.,,,,,,
24-09-2020,Dr,Bgm Fact Stand Expense,,,Payment,38362,,150.00
,,Being the FACT stock rebaging charges 15 bags @ 10/-,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38363,,6700.00
,,Being the amount paid towards FCI stock un Loading charges - 2680 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38364,,9567.00
,,Being the amount paid towards FCI stock un Loading charges - 3827 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38365,,11650.00
,,Being the amount paid towards FCI stock un Loading charges - 4660 bags @ Rs.2.50/-  as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38366,,11253.00
,,Being the amount paid towards FCI stock un Loading charges - 4092 bags @ Rs.2.75/-  as per details enclosed.,,,,,,
24-09-2020,Dr,Bgm Printing & Stationery,,,Payment,38367,,947.00
,,Being amount paid t/w to office stationery cahrges  Approval IOC.NO.788/DM/2020-21 as per bill enclosed.,,,,,,
24-09-2020,Dr,Bgm Godown Maintenence,,,Payment,38368,,7844.00
,,Being the amount paid towards Wood rake & fright for FCI GDN purpose approval IOC.NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,Bgm Vehicle Maintenence,,,Payment,38369,,4790.00
,,Being the amount paid towards company bike serviceing & labour charges Approval IOC.NO.754/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,Bgm Fact Rh Other Expenses,,,Payment,38370,,45877.00
,,Being  the amount paid to FACT rake RH & OTHER EXP approval IOC .NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,Bgm Fact Rh Other Expenses,,,Payment,38371,,61194.00
,,Being  the amount paid to FACT rake RH & OTHER EXP approval IOC .NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,"Bgm  Fci  Rh Other Expenses Payable 20-21
",,,Payment,38372,,16800.00
,,Being amount paid t/w FCI RH OTHERS Expenses approval IOC No:-788/DM/2020-21,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38373,,19800.00
,,Being the amount paid towards FCI GDN EXp charges approval IOC.NO.-788/DM/2020-21,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38374,,22000.00
,,Being the amount paid towards FCI GDN EXp charges approval IOC.NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38375,,17000.00
,,Being the amount paid towards FCI GDN EXp charges approval IOC.NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38376,,20700.00
,,Being the amount paid towards FCI GDN EXp charges approval IOC.NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38377,,17100.00
,,Being the amount paid towards FCI GDN EXp charges approval IOC.NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38378,,14650.00
,,Being the amount paid towards FCI GDN EXp charges approval IOC.NO.-788/DM/2020-21 as per details enclosed.,,,,,,
24-09-2020,Dr,BGM FCI GH Expense,,,Payment,38379,,15750.00
,,Being the amount paid towards FCI GDN EXp charges approval IOC.NO.-788/DM/2020-21 as per details enclosed.,,,,,,
25-09-2020,Dr,BGM FCI GH Expense,,,Payment,38571,,9057.00
,,Being the amount paid towards FCI GDN  unloading charges 3623 bags @ Rs.2.50/- as per details enclosed,,,,,,
25-09-2020,Dr,BGM FCI GH Expense,,,Payment,38572,,14575.00
,,Being the amount paid towards FCI GDN  unloading charges 5830 bags @ Rs.2.50/- as per details enclosed,,,,,,
25-09-2020,Dr,BGM FCI GH Expense,,,Payment,38573,,14677.00
,,Being the amount paid towards FCI GDN  unloading charges 5337 bags @ Rs.2.75/- as per details enclosed,,,,,,
25-09-2020,Dr,Bgm Fci Godown Maintenance,,,Payment,38574,,400.00
,,Being the amount paid towards  water tank for FCI GDN use purpose as per details enclosed.,,,,,,
26-09-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,4664,30000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
26-09-2020,Dr,Bgm Pooja Expenses,,,Payment,38764,,100.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
29-09-2020,Dr,Bgm Tele Phone Expenses,,,Payment,39249,,500.00
,,Being the Tele Phone & Internet charges payable for the Period of  AUG-20,,,,,,
29-09-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,39250,,220.00
,,Being the amount paid towards purchase the bond paper for RH desar from FACT ltd on date-28/09/20,,,,,,
29-09-2020,Dr,Bgm Greenstar Tpt Payable 20-21,,,Payment,39251,,7462.00
,,Being the Advance TPT amount payable towards FL No:-40443-40442,,,,,,
30-09-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,4792,30000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
30-09-2020,Dr,BGM - Green Star Gh Expenses,,,Payment,39657,,108.00
,,Being the amount paid towards GSFL stock  loading charges 3.600 mts @ Rs.30/-,,,,,,
30-09-2020,Dr,BGM - Green Star Gh Expenses,,,Payment,39658,,800.00
,,Being the amount paid towards GSFL stock  loading charges 15.950 mts @ Rs.50/-,,,,,,
01-10-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,4844,100000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
01-10-2020,Dr,Bgm Greenstar Tpt Payable 20-21,,,Payment,40049,,5400.00
,,Being the Advance TPT amount payable towards FL No:-40444.,,,,,,
01-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,40050,,300.00
,,Being the amount paid towards FACT stock Loading charges 10.000mts @ Rs.30/-- as per slips details enclosed.,,,,,,
01-10-2020,Dr,BGM - Green Star Gh Expenses,,,Payment,40051,,428.00
,,Being the amount paid towards GSFL stock  loading charges 14.250 mts @ Rs.30/- as per slips enclosed.,,,,,,
01-10-2020,Dr,Bgm Greenstar Stdn Exp,,,Payment,40052,,150.00
,,Being the amount paid t/w GSFL stock rebagging charges 15 bags @ 10/- as per details enclosed.,,,,,,
01-10-2020,Dr,BGM FCI GH Expense,,,Payment,40053,,12348.00
,,Being the amount paid towards FCI stock UnLoading charges - 4939 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
01-10-2020,Dr,BGM FCI GH Expense,,,Payment,40054,,7168.00
,,Being the amount paid towards FCI stock UnLoading charges - 2867 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
01-10-2020,Dr,BGM FCI GH Expense,,,Payment,40055,,10363.00
,,Being the amount paid towards FCI stock Rice unloading charges 4145 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
01-10-2020,Dr,BGM FCI GH Expense,,,Payment,40056,,13013.00
,,Being the amount paid towards FCI stock Rice unloading charges 5205 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
01-10-2020,Dr,BGM FCI GH Expense,,,Payment,40057,,9575.00
,,Being the amount paid towards FCI stock Rice unloading charges 3830 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
01-10-2020,Dr,BGM FCI GH Expense,,,Payment,40058,,12413.00
,,Being the amount paid towards FCI stock Rice unloading charges 4965 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
01-10-2020,Dr,Bgm Fci Godown Maintenance,,,Payment,40059,,1200.00
,,"Being the amount paid towards  water tank for FCI GDN use purpose as on 29/09/20,28/09/20,01/10/20. as per details enclosed.",,,,,,
02-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,40183,,400.00
,,Being the amount paid to Airtel Modem Battery As per Bill enclosed.Bill.No-390.,,,,,,
02-10-2020,Dr,Bgm Vehicle Maintenence,,,Payment,40184,,417.00
,,Being the amount paid towards company bike Petrol charges 5.00ltr as per Bill enclosed.,,,,,,
03-10-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,4879,100000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
03-10-2020,Cr,Happay Card BGM (L Subhash)-172985,,,Receipt,4880,50000.00,
,,Being the Cash Withdrawn through  Happay card (Mr. Lumani Subhash)for BGM Branch Exp,,,,,,
03-10-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,4881,100000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
03-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,40381,,690.00
,,Being the amount paid towards FACT stock Loading charges 23.000mts @ Rs.30/-- as per slips details enclosed.,,,,,,
03-10-2020,Dr,Bgm Pooja Expenses,,,Payment,40382,,100.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
05-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,40607,,6750.00
,,Being the amount paid towards FACT stock unloading charges 150.000mts @ Rs.45/- as per details enclosed.,,,,,,
05-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,40608,,7250.00
,,Being the amount paid towards FACT stock unloading charges 145.000mts @ Rs.50/- as per details enclosed.,,,,,,
05-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,40609,,10750.00
,,Being the amount paid towards FACT stock unloading charges 215.000mts @ Rs.50/- as per details enclosed,,,,,,
05-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,40610,,8025.00
,,Being the amount paid towards FACT stock unloading charges 160.500mts @ Rs.50/- as per details enclosed,,,,,,
06-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,40875,,750.00
,,Being the amount paid towards FACT stock loading charges 25.000mts @ Rs.30/- as per slips enclosed.,,,,,,
06-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,40876,,300.00
,,Being the amount paid to office electrical repair charges as per details enclosed.,,,,,,
08-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,41529,,2985.00
,,Being the amount paid towards FACT stock loading charges 77.000mts @ Rs.30/- & unloading charges 15.000mts @ Rs.45/- as per slips enclosed.,,,,,,
08-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,41530,,220.00
,,Being the amount paid to FACT ltd Bond paper for Railway purpose at Bijapura,,,,,,
08-10-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,41531,,114000.00
,,Being the BGM FACT LTPT Advance charges ( 906.000mts @ Rs.180/-) as per details enclosed.,,,,,,
08-10-2020,Dr,Bgm Fact RH Expenses,,,Payment,41532,,59377.00
,,Being the amount paid towards FACT Rake Handling charges Wagons to Truck 992.450mts @ Rs.35/-and Wagons to Wharf 328.550mts @ Rs.35/- & Wharf to Truck  328.550mts @ Rs.40/- as per details enclosed.,,,,,,
08-10-2020,Cr,Bgm Misc.Income,,,Receipt,5037,7900.00,
,,Being amount Recvd from RH sale Loading charges 395mts @ Rs.20/- as per details enclosed.,,,,,,
09-10-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,5060,70000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
09-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,41833,,2880.00
,,Being the amount paid towards FACT stock loading charges 96.000mts @ Rs.30/- as per slips enclosed.,,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41834,,7000.00
,,Being the Amount paid to FCI GDN Cleaning Labour salary for the month of SEP-2020,,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41835,,7000.00
,,Being the Amount paid to FCI GDN Cleaning Labour salary for the month of SEP-2020.(Datta Suthar),,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41836,,7000.00
,,Being the Amount paid to FCI GDN Cleaning Labour salary for the month of SEP-2020.(Joyhba Lohar).,,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41837,,7000.00
,,Being the Amount paid to FCI GDN Casual Labour Salary for the month of Sep-20(Manohar G.Patil),,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41838,,7000.00
,,Being the Amount paid to FCI GDN Q.C.Labour Salary for the month of Sep-20(Parushuram),,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41839,,7000.00
,,Being the Amount paid to FCI GDN Q.C.Labour Salary for the month of Sep-20(Rajesh),,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41840,,4500.00
